booking_id,user_id,worker_id,category,subcategory,scheduled_time,created_time,status,price,tip,feedback_rating,feedback_text,rework_required
5617c6d7-eb01-4c53-bdfc-b01a60b6a70a,9fa17e1f-f1e5-4d67-bac0-9255751207f1,,plumber,plumber_general,2025-11-07T12:00:40.000Z,2025-09-12T11:20:51.000Z,completed,3601,0,5,Pariatur cui capto careo arcus sursum solium clarus vapulus ipsam.,false
023ec33a-d58e-4ce4-9b19-4b2abda8c4ab,54963cbe-84d4-4a3a-9d87-f05ea8a51457,83eb44e6-8146-4a4f-83c5-de272bd66345,beauty,beauty_general,2025-11-08T03:04:08.000Z,2025-09-27T21:36:49.000Z,accepted,3912,286,,,true
ee7c953c-6ef3-488d-bb9a-6f0062807437,d2744490-62f9-4d3c-862c-cfc2572c8f98,99603976-1581-4178-845c-d55df5c74a74,pest_control,pest_control_general,2025-11-10T22:35:34.000Z,2025-07-13T13:27:31.000Z,requested,3702,435,,,false
fc4ce1e5-01ef-4e7f-a615-fa5960304b38,f7838434-096e-400e-a202-dc5a8e0d263b,eeee889e-dca9-4e33-8f87-dd22cc3d77f8,plumber,plumber_general,2025-11-11T12:18:56.000Z,2025-09-10T15:46:26.000Z,requested,3785,235,,,false
b6cb6e25-bd58-4055-9d10-7624f81006dd,141d1dd1-009a-4982-ad5f-64e9b6ee63af,99603976-1581-4178-845c-d55df5c74a74,pest_control,pest_control_general,2025-11-07T08:07:43.000Z,2025-09-15T19:40:01.000Z,cancelled,2810,57,,,false
adcd7d72-656a-4a35-b91b-2d63a82d72c2,e9061b12-6767-4b58-a459-7b8c77a36906,f522636b-e1c1-46f1-805f-03930088b279,pest_control,pest_control_general,2025-11-07T16:22:41.000Z,2025-10-11T05:48:19.000Z,accepted,1281,0,,,false
91b99585-1daa-43a3-9b52-e1c1a183d60a,082df775-a955-4a8b-afc4-c7ce3360ab57,7bf76fdf-6b3d-4e41-93a4-a5e77517cf1c,carpentry,carpentry_general,2025-11-11T16:03:53.000Z,2025-09-09T03:21:48.000Z,completed,4694,0,5,Bestia barba umquam triduana sol.,false
5b3984e4-e81d-4cda-abe2-12d9227dcdc0,290bbc2a-2fa1-42a7-bb4a-28fa0f2b8422,99603976-1581-4178-845c-d55df5c74a74,pest_control,pest_control_general,2025-11-16T08:59:27.000Z,2025-09-05T20:58:22.000Z,completed,1115,0,5,Basium cavus necessitatibus eligendi.,false
be3a9593-d095-4e7c-ae5e-b11d77ee15ed,aceb23d3-1b6e-4a1f-a456-07165cc2552c,4919fbd7-55a8-471a-9b3c-e27e7d310f2d,beauty,beauty_general,2025-11-07T14:53:42.000Z,2025-10-13T05:25:38.000Z,accepted,513,0,,,false
13911f16-2f71-4cce-9b08-6b9b266f0d11,0495b6ff-cf3c-45b5-a4f3-ca472efbd165,7b0dece1-71df-4484-867c-2230a37a7ec4,cleaning,cleaning_general,2025-11-12T15:18:47.000Z,2025-08-01T18:25:23.000Z,completed,3013,458,5,Decor fuga amitto convoco voluptatibus infit laudantium virtus.,false
941de719-52e3-4b6d-bb17-4b85513b95d7,fa423351-ee90-4c01-8565-21d53709399c,,cleaning,cleaning_general,2025-11-14T04:03:35.000Z,2025-08-12T06:00:50.000Z,accepted,610,392,,,false
ae5d5ecf-d61d-49d6-a00a-1b69c46be49f,31135c3a-0ac9-435c-964e-ac057937a5b6,,cleaning,cleaning_general,2025-11-04T05:20:42.000Z,2025-08-03T10:44:59.000Z,accepted,263,154,,,false
206dceb3-bc8c-4197-9c23-8f1b3169da74,fb51ab18-f54e-41ec-b610-6b7ba9fbe3b9,3defd361-20a8-4e7a-a6de-612b5cbbdca0,plumber,plumber_general,2025-11-04T14:37:35.000Z,2025-08-07T00:56:06.000Z,requested,226,0,,,false
0e8b6274-4a16-48ba-8efe-ca08a668e46a,138f0eed-676f-4814-a7f9-b1e8e7a72417,86e69b09-8910-42d5-966b-416be0c150eb,cleaning,cleaning_general,2025-11-14T01:41:47.000Z,2025-08-07T17:17:45.000Z,accepted,1382,0,,,false
dac7a0ea-dc44-4c21-b041-c7491b805c3f,0d2e99d8-5298-4497-9c8e-8e8856e31d94,86e69b09-8910-42d5-966b-416be0c150eb,cleaning,cleaning_general,2025-11-17T03:31:58.000Z,2025-09-27T20:41:50.000Z,accepted,4413,240,,,false
3b195b64-82dc-485e-aa4c-a21f4a0832cc,86f16fdd-42ae-4894-8c25-683194927805,eeee889e-dca9-4e33-8f87-dd22cc3d77f8,plumber,plumber_general,2025-11-12T18:56:18.000Z,2025-08-11T05:52:01.000Z,accepted,2755,219,,,false
96332b99-85ce-4762-ba8f-949fb254d9c2,1749c298-2947-4174-8d06-7b9acd58dfe5,0cb5152e-8f58-43c0-8b69-9b38647ff4ee,plumber,plumber_general,2025-11-04T03:29:23.000Z,2025-10-11T00:54:23.000Z,cancelled,3580,0,,,false
c75588dc-cbca-4d88-ab2c-e490c8a2c4a9,911f4199-a40f-44ab-9954-9df12fbe39ba,88c0da02-0c20-4287-b3fd-578c686c8d0e,pest_control,pest_control_general,2025-11-08T22:16:09.000Z,2025-09-06T14:11:14.000Z,cancelled,3523,0,,,false
aaf66118-21ff-45cd-b732-2c6b8615dc02,65ef74c2-cd1f-4fe7-b396-36a150ba1f09,8189740a-dbee-47b6-9e9c-09b40b56811f,plumber,plumber_general,2025-11-16T00:30:11.000Z,2025-08-16T22:42:41.000Z,requested,1208,0,,,false
d21cdc3e-1571-498f-a96c-58058b1ce4c2,662c35a0-ce09-461a-a9ad-4ab2f5bc8243,73167e29-5166-45cd-a226-5df2c9a4189f,ac_repair,ac_repair_general,2025-11-04T00:42:41.000Z,2025-08-29T03:43:38.000Z,cancelled,1409,0,,,false
198476bd-c016-4d3e-911e-2752afa5b297,1e94a585-ef20-4392-8c69-7e0baa60bd17,b8725f59-0169-452b-a2af-73d8eb692699,plumber,plumber_general,2025-11-06T15:51:22.000Z,2025-07-22T19:09:33.000Z,cancelled,1488,0,,,false
4a26b706-4100-4fbf-9191-07a151575995,e9061b12-6767-4b58-a459-7b8c77a36906,117bcbe0-da2a-4853-b731-d957d56c3a68,carpentry,carpentry_general,2025-11-07T17:22:30.000Z,2025-10-17T03:25:52.000Z,cancelled,4449,0,,,false
92cbc681-b78d-4c85-b752-abf7f2afa78d,1a6ce9b0-8c79-4e31-8bdd-adb1c2365524,ddaf0e23-d664-4313-89bb-5e51f8f6c1d2,plumber,plumber_general,2025-11-17T08:29:00.000Z,2025-09-29T12:09:51.000Z,completed,3320,406,3,Sed cunctatio communis in conor damno amitto.,false
61c09b32-1fc5-45a7-b40c-e311641731a9,22a5b6ac-8816-487e-aed6-b635157f5e33,eeee889e-dca9-4e33-8f87-dd22cc3d77f8,plumber,plumber_general,2025-11-06T03:32:31.000Z,2025-07-31T18:11:54.000Z,cancelled,4840,0,,,false
c9bd5ee8-a6a8-455a-8f36-c1faedc063da,bc5c07ca-7ae9-4cfb-a905-9c7f4b67c418,b7894261-5881-4010-8663-361361da6231,electrician,electrician_general,2025-11-10T01:00:32.000Z,2025-09-13T18:22:31.000Z,accepted,959,0,,,false
98a41137-360a-4e03-a540-1ebf7edd0a98,e8df8150-d091-4048-b19a-fe9c5965b465,,cleaning,cleaning_general,2025-11-13T09:58:25.000Z,2025-07-20T12:23:11.000Z,accepted,4487,0,,,false
d56d6056-25ed-47b2-8c7b-a3d9c194df0b,2e5cff8f-a2e7-42c9-bed5-4b9122913823,0ce1c84e-04e7-49b2-b3f3-84df29cd736c,beauty,beauty_general,2025-11-07T14:18:22.000Z,2025-10-03T06:31:55.000Z,completed,2071,0,1,Beatae utrum earum porro causa cado deprecator ceno curo decerno.,false
4f9d008d-992f-4816-916b-55877807fc4a,79963b21-b347-47b9-aab4-574fd200318d,c09d7f15-3f46-4def-b8a5-94b4e298402f,carpentry,carpentry_general,2025-11-14T06:13:49.000Z,2025-07-22T14:52:13.000Z,completed,1141,409,5,Adfectus temptatio tubineus color delinquo cumque decerno tyrannus cura cognatus.,false
a10ab3fc-ac67-4d0c-8775-9a297c8687e4,14ff4277-6831-49e2-8b74-d7971961903c,90f1fcd2-ad88-4262-bfa0-7a1a26a56d4a,pest_control,pest_control_general,2025-11-05T10:56:13.000Z,2025-10-19T11:27:23.000Z,cancelled,4302,0,,,false
a88e379c-c13e-4503-bf49-ba66da034595,17a39832-c53b-4b4d-9b56-b37a898368ca,d1f90eab-45ea-4059-8210-a550bcdac974,pest_control,pest_control_general,2025-11-06T16:32:52.000Z,2025-09-26T06:36:17.000Z,completed,601,93,4,Tibi desipio adduco tyrannus video aestas.,false
bfe19aa9-4ab9-4738-821c-aae66678c368,67565102-4e9f-456b-a989-9caff6001150,4919fbd7-55a8-471a-9b3c-e27e7d310f2d,beauty,beauty_general,2025-11-07T10:17:58.000Z,2025-10-09T23:47:49.000Z,cancelled,2098,0,,,false
32359189-a8da-4eb6-9301-33b65089e801,e9aca68c-561e-41a6-96a1-9cd2eae78ee7,e3469ffe-1ce5-43b1-bf27-ffcdfe9b98eb,ac_repair,ac_repair_general,2025-11-06T23:15:29.000Z,2025-10-14T07:59:49.000Z,cancelled,3748,0,,,false
5621a3a8-ec29-4ada-a24a-ee5d875a95c6,f2260a10-7f65-4f86-a638-7424802f81b0,16b408b6-471a-4bb5-8df4-4bb8e2700079,beauty,beauty_general,2025-11-10T07:48:51.000Z,2025-08-15T04:31:50.000Z,accepted,3029,0,,,true
c2a59d2c-0e3c-415a-bab5-a6982dd36780,94693f48-8739-4163-91eb-2f332b9008ad,3176a28b-4c62-4342-b9fe-5df4efc695f1,electrician,electrician_general,2025-11-07T04:58:47.000Z,2025-07-23T10:59:09.000Z,accepted,2585,0,,,false
ece70049-52df-4017-95ca-185f7e016e8d,0c723edb-78ff-43c3-83a6-e18ee2592fe2,c5d3d495-557d-4c74-add7-b525acd074a3,carpentry,carpentry_general,2025-11-05T15:18:10.000Z,2025-07-20T13:04:48.000Z,requested,2894,408,,,false
804281dd-2bb6-422b-839d-9fa5d4f7f203,0315a83c-23a3-4afd-b286-ff2e3554d5df,7b0dece1-71df-4484-867c-2230a37a7ec4,cleaning,cleaning_general,2025-11-15T03:34:30.000Z,2025-08-14T07:28:55.000Z,requested,245,196,,,false
57defd83-930e-4789-977e-d34a9cbbec3d,2b4e9694-2f90-4424-903a-d58018d16fb3,,plumber,plumber_general,2025-11-17T11:00:07.000Z,2025-08-01T11:59:50.000Z,requested,1536,0,,,false
287d476a-da7a-4525-b77b-e6100ff05a29,0a7d4418-557d-4183-b347-7de94dcc0cd9,83eb44e6-8146-4a4f-83c5-de272bd66345,beauty,beauty_general,2025-11-05T10:53:39.000Z,2025-09-21T00:47:01.000Z,accepted,1107,0,,,false
e29ff943-bf1c-4149-94a6-380b8f1b4555,501629bc-321a-4b0e-a08b-dbc5d1e8d7a8,,cleaning,cleaning_general,2025-11-04T19:23:15.000Z,2025-10-29T05:22:33.000Z,completed,1601,0,3,Demo terebro adipisci coniecto laboriosam odio assentator aestas.,true
65976d9a-6c26-4011-b7b5-0b3b049dc7b8,413a3a10-dca0-43c2-bd9b-a64ac06581e8,,plumber,plumber_general,2025-11-12T15:56:12.000Z,2025-09-22T19:22:59.000Z,requested,2166,0,,,false
1e0f557b-24fe-4393-a855-a46ec63acd98,c3879ed7-0698-4a2a-a2c5-b06b3ca95797,,plumber,plumber_general,2025-11-07T00:51:04.000Z,2025-08-22T09:50:50.000Z,completed,218,277,5,Nihil compono sortitus.,false
4fd9cdc5-d5d4-49b6-ace2-0a95cd5aa5f5,7f6d49de-7a04-4414-a5fa-6f27a0b122ea,83eb44e6-8146-4a4f-83c5-de272bd66345,beauty,beauty_general,2025-11-09T14:07:37.000Z,2025-10-05T04:30:28.000Z,cancelled,820,0,,,false
5ae5c09a-8ff5-47cd-a65d-6628597b42b6,b8b56c46-08d0-49d7-b5f1-3e4d5ca7821b,3defd361-20a8-4e7a-a6de-612b5cbbdca0,plumber,plumber_general,2025-11-14T04:41:04.000Z,2025-09-12T12:30:55.000Z,accepted,345,0,,,false
78b49fa1-481a-4ae7-8b20-2067a23c90da,97574759-3f83-47d0-8a82-d54daeabd0c9,8189740a-dbee-47b6-9e9c-09b40b56811f,plumber,plumber_general,2025-11-11T13:58:51.000Z,2025-07-28T15:23:39.000Z,completed,457,0,2,Deleniti dapifer denuo verto perferendis creta verecundia vetus celo cruentus.,false
8636a010-32d2-4a19-a66d-29dbf0e907c2,e9aca68c-561e-41a6-96a1-9cd2eae78ee7,,beauty,beauty_general,2025-11-15T00:47:31.000Z,2025-10-29T21:49:09.000Z,accepted,2878,120,,,false
40bfd86e-c9e9-4fd8-8e5b-2e3f0a2c7ebc,79ec7b97-373e-45f8-8a82-6197c326eb68,,plumber,plumber_general,2025-11-07T22:17:23.000Z,2025-07-21T20:34:45.000Z,cancelled,365,0,,,false
01a178df-88b3-4f00-ba56-36db108bad29,c7307b53-6f64-49c0-a8d3-e98f2bd70829,37ab1ca6-9c4f-42eb-8a1e-4be3e9ae87a8,pest_control,pest_control_general,2025-11-09T20:40:01.000Z,2025-09-21T11:01:19.000Z,cancelled,443,0,,,false
e2f66963-abf6-4bdd-9050-8ddc502a2251,03b9b99e-e068-4507-9f1d-3965df6a810c,1af79e6a-7f8e-48a6-8ea0-0a1b58236a24,carpentry,carpentry_general,2025-11-17T06:16:03.000Z,2025-07-05T13:31:35.000Z,cancelled,4322,0,,,false
dfd115b0-f858-4b44-87ab-5578a9544a62,fc5b74d0-e7aa-4ea9-9182-b8a01b110fb5,,electrician,electrician_general,2025-11-04T10:44:34.000Z,2025-08-15T01:42:11.000Z,completed,4224,0,4,Verumtamen tui uredo abbas doloribus tero attonbitus tantillus.,true
9d6b8a87-d191-49f0-86c5-813adad9cf17,243748ac-b318-4318-85c5-fc089b7754f5,7b0dece1-71df-4484-867c-2230a37a7ec4,cleaning,cleaning_general,2025-11-03T00:50:06.000Z,2025-09-10T16:12:25.000Z,requested,2300,0,,,false
da5cf35f-2187-4146-8dbe-54703307e0ae,48d3c9ad-08be-4251-add7-019fdc6fd5b6,,plumber,plumber_general,2025-11-04T19:56:04.000Z,2025-07-16T04:42:13.000Z,completed,4099,0,2,Repellat tener triduana somnus vox tergo verbum.,false
557f172c-0761-46c2-bf04-c572b2d88ecb,e705db70-67ea-4481-9f57-5aab452a09de,37ab1ca6-9c4f-42eb-8a1e-4be3e9ae87a8,pest_control,pest_control_general,2025-11-16T17:44:20.000Z,2025-09-30T23:38:12.000Z,requested,1707,0,,,false
97ae6e31-33f6-4ab7-b377-f9f926c61139,6e8bd33c-c056-4d6e-bfca-61955b7c627f,c5d3d495-557d-4c74-add7-b525acd074a3,carpentry,carpentry_general,2025-11-16T06:37:02.000Z,2025-08-31T18:50:41.000Z,accepted,1363,254,,,false
8784d83e-1ba1-4e5b-848f-947a7ed2cf53,ef8ac290-7225-4691-8829-a8b5c67a0a94,,electrician,electrician_general,2025-11-05T12:12:39.000Z,2025-09-17T17:35:59.000Z,completed,2799,404,5,Cornu calculus cogito sequi tepesco conatus.,false
72eb61d7-c049-4743-94b2-96c346276f91,6a843932-5d0d-4909-a6de-4c443a47ccd2,,cleaning,cleaning_general,2025-11-03T14:47:24.000Z,2025-07-17T19:46:08.000Z,completed,743,482,5,Caritas vapulus dapifer theologus.,false
b6e588a4-a2e2-4db5-b5f3-b2ebee823337,e017e580-2ff0-4fad-8787-a204b3af1a7d,4919fbd7-55a8-471a-9b3c-e27e7d310f2d,beauty,beauty_general,2025-11-08T08:57:44.000Z,2025-07-21T16:51:38.000Z,accepted,3524,0,,,false
ee8239e8-e41c-4e71-9017-37779a655153,09231814-7275-4dcf-889f-68681cf1c33b,,cleaning,cleaning_general,2025-11-17T18:02:57.000Z,2025-07-26T06:18:26.000Z,accepted,3047,0,,,true
56bdf5fc-0950-4894-bf92-b77d27ca0cfb,763ab4cd-e24d-430d-9567-d5e985397e78,577172cf-c600-47ad-a9f7-935a95150956,cleaning,cleaning_general,2025-11-16T03:36:18.000Z,2025-08-06T01:23:25.000Z,completed,4981,321,5,Comminor aliquid sint vinitor distinctio defungo urbs currus stabilis creta.,false
31e20989-7200-4f86-b6a6-c45e4a57021d,140a6824-af0e-4998-b119-5e62b48becaa,bbd45cc8-6f6c-464a-9cf2-e81c5d2b4407,electrician,electrician_general,2025-11-14T19:08:00.000Z,2025-09-03T08:23:10.000Z,requested,285,0,,,false
f88924e3-38a0-476d-aded-cd25aea3fcbc,97b7de64-9e39-4ab2-9be2-3f2d73d78592,23d1e545-6897-4746-b792-ca47f0c89a73,ac_repair,ac_repair_general,2025-11-09T21:46:51.000Z,2025-09-29T05:28:51.000Z,completed,3196,38,4,Suppono itaque tracto.,false
891b6261-e724-4bc0-a0e5-317c8074a8f9,557296fe-9a23-4eb3-99e5-2f764ed60722,7b0dece1-71df-4484-867c-2230a37a7ec4,cleaning,cleaning_general,2025-11-06T08:49:26.000Z,2025-09-23T06:47:01.000Z,completed,3180,0,4,Vapulus adamo audio aeneus speciosus.,false
37998fd3-c910-4c89-95eb-e19a253f85aa,19e4691f-7155-45b5-955c-4054e73f3ca7,,electrician,electrician_general,2025-11-05T21:04:33.000Z,2025-08-15T06:56:49.000Z,cancelled,3803,76,,,false
1fd1a304-705b-437e-a0c6-839b35964744,3bd13000-c47c-4760-a91c-4aa944d029d5,1af79e6a-7f8e-48a6-8ea0-0a1b58236a24,carpentry,carpentry_general,2025-11-12T13:58:39.000Z,2025-07-11T20:22:04.000Z,cancelled,4490,0,,,false
34922ef0-df87-4e0d-94a5-8c2aeee8c774,8656c9e7-9a9b-4381-b67a-f9b8a1457024,941d1af1-3c1d-40e1-8ed8-c1258d8aaecf,cleaning,cleaning_general,2025-11-08T21:34:35.000Z,2025-10-11T21:04:44.000Z,completed,2829,265,4,Vorago veritas vulgo contigo.,false
5bf221ca-8cdf-437e-b77f-b85e05f7986a,a6a18f3b-6a37-4f3a-b999-80ed26cffe2e,83eb44e6-8146-4a4f-83c5-de272bd66345,beauty,beauty_general,2025-11-11T21:04:58.000Z,2025-08-28T06:03:14.000Z,accepted,2510,353,,,false
82fc699f-c5f4-49b4-af37-2d30068011a4,feef35a7-6599-4278-993b-05c94b9cb972,,electrician,electrician_general,2025-11-17T17:47:06.000Z,2025-07-31T04:09:33.000Z,accepted,848,445,,,false
b7eb1c4c-fe20-4cb2-ba0a-da1f56124cb9,776bb8b8-1dd4-4c81-961c-3233aa2b571b,dd1bd23c-5663-4fc4-b156-0eddcbafbac3,ac_repair,ac_repair_general,2025-11-03T15:43:49.000Z,2025-08-05T08:32:08.000Z,completed,4932,0,4,Allatus tabernus incidunt alveus spargo canonicus fugiat cicuta amicitia.,false
7725de87-93fb-434a-b55c-4be12f30d443,141d1dd1-009a-4982-ad5f-64e9b6ee63af,f522636b-e1c1-46f1-805f-03930088b279,pest_control,pest_control_general,2025-11-14T06:41:35.000Z,2025-10-16T01:46:34.000Z,cancelled,4683,0,,,false
2b2be8c2-a10a-4958-8aa1-aaad9ffc52d2,c572df4c-5096-4cbf-8776-4ad2facf81cd,5f7c9188-b5d9-40be-8a69-29805363dbb5,ac_repair,ac_repair_general,2025-11-11T07:54:27.000Z,2025-07-09T07:01:26.000Z,completed,3682,0,1,Nobis ullam quibusdam arca comis tam taedium cado.,false
050dafe9-8e43-4604-8108-b8161ad11644,bb56f1c4-0b5b-4b8c-894b-90e8de7867ec,,cleaning,cleaning_general,2025-11-03T02:40:29.000Z,2025-08-22T04:47:19.000Z,accepted,3255,0,,,false
