event_id,user_id,page,time_spent,timestamp,metadata
7412c90d-0215-4242-9c21-45506483cb14,cc59db05-23e0-4349-b832-384f70b5a49c,booking_flow,464,2025-11-01T22:23:34.000Z,"{""search"":""tredecim""}"
94f8be61-f4a1-454f-b109-77604dbce54d,0fb358bd-1a79-4873-8730-50917f05a284,profile,43,2025-10-06T01:41:33.000Z,"{""search"":""stultus""}"
7aeb6fbc-2ada-4115-b9cb-04d60c9270e3,857d34ce-1ca3-4cb2-a8c3-71438264bb1f,booking_flow,99,2025-07-18T18:55:27.000Z,"{""search"":""auctor""}"
346fa110-76d6-46ac-acb7-f67d5630b08f,99bca25e-3567-49f3-a13e-a4ddde4c7dbc,profile,459,2025-09-24T22:50:00.000Z,"{""search"":""cognatus""}"
05ce6ed7-e8a0-4aa5-8d39-870fb0555803,ccce13e2-a814-48db-b974-1603660981f1,checkout,26,2025-09-29T02:06:39.000Z,"{""search"":""tres""}"
94ac50f5-d3de-49de-8de4-1ef2b83ba60d,93d0f037-cf6c-4b9b-907c-7ddd230f3540,checkout,559,2025-09-05T21:58:31.000Z,"{""search"":""varietas""}"
05bc9517-9ffd-41e7-81bb-11fa48a731d9,58d41fb2-dcd4-47b6-9129-60c65b7b008f,booking_flow,270,2025-10-30T01:58:03.000Z,"{""search"":""ara""}"
a2ba12ce-574f-4513-9757-a57deb2aec19,578be7b2-51be-4e53-8441-2300b9f6712b,booking_flow,89,2025-09-19T17:30:33.000Z,"{""search"":""tremo""}"
a4c23190-b3a9-4200-a288-40b2b21da113,9f601d78-cc7d-47a0-82d5-5a91c9d86500,checkout,160,2025-08-11T03:29:41.000Z,"{""search"":""baiulus""}"
7e7978e1-3738-42c9-96bd-fefb207b5b38,d6435ff5-f4d3-4d53-ae3f-10d961967aaf,profile,262,2025-10-09T05:57:41.000Z,"{""search"":""solus""}"
179ec0d5-e6d3-4797-962e-8d87107184a6,0404acce-5db8-4ffe-a33e-6cac06d7bc12,booking_flow,73,2025-07-25T03:24:28.000Z,"{""search"":""via""}"
0cc2761f-b188-4770-aadc-35cacde13fe8,9efad838-8b35-45f7-bcc4-9e7f31edfaed,search,226,2025-09-23T05:39:37.000Z,"{""search"":""viridis""}"
bda1869b-f1ea-486b-b5bb-243c21456a5d,4b3747cc-8e43-4990-b95b-c80ab37f4338,checkout,461,2025-08-02T05:41:48.000Z,"{""search"":""capitulus""}"
1a9a71cf-b6b2-4fba-96cc-9f8528288bf8,a543b394-adcc-431b-b560-40e380a5ee5e,home,193,2025-09-05T22:31:29.000Z,"{""search"":""tripudio""}"
254e822f-79ba-4138-b86b-56f0563a4505,2e5cff8f-a2e7-42c9-bed5-4b9122913823,profile,292,2025-09-21T11:40:42.000Z,"{""search"":""absens""}"
c36e053f-adc1-4e4b-9bf4-d9e6b2ef4e0d,03b9b99e-e068-4507-9f1d-3965df6a810c,search,32,2025-08-30T06:33:46.000Z,"{""search"":""demoror""}"
737e6bc9-598d-4433-9499-2f0b11c85bd6,7fd761ed-4cc3-494c-a2a5-01a3a6b7425a,profile,154,2025-09-03T22:41:53.000Z,"{""search"":""ascit""}"
330f7f57-92f3-422a-b587-2c416f5acb92,a0f23e0f-0137-4811-b04e-6c318de841a4,checkout,313,2025-10-06T02:04:55.000Z,"{""search"":""capillus""}"
10033e50-cb37-45c9-b2c9-ded2e22dc623,7b449ec9-b5a7-43b8-85e0-50cb5a6c76e4,search,381,2025-08-01T07:39:25.000Z,"{""search"":""contego""}"
3c61fca5-d306-4bf4-a13b-8bf81d16f58f,071ea0d5-3491-40af-876f-33ea0ad463aa,search,61,2025-09-22T02:39:01.000Z,"{""search"":""confido""}"
c5f30c7c-968a-46b2-baad-44a3ebbe8f45,136e8b21-358e-4680-901b-73981ac4a3ce,booking_flow,298,2025-08-20T12:18:20.000Z,"{""search"":""ulciscor""}"
724ea27a-8f8e-4d96-bf1d-a9f50b14f574,3095250f-9d6e-4797-bb94-297168d15da4,profile,44,2025-10-27T23:21:55.000Z,"{""search"":""vaco""}"
15764ceb-0a7f-4a21-a24c-a8ac2bcfeec2,3bbf3141-256e-43fc-beec-c78e60c9d193,search,169,2025-08-19T14:46:16.000Z,"{""search"":""deleniti""}"
467632f2-2e60-46b9-89f6-36b876fab884,ec9f1d67-2052-4722-aeef-acda523db704,home,584,2025-07-19T04:50:39.000Z,"{""search"":""sono""}"
abe8218a-debe-4e46-9df2-d497ae6b88ec,17a39832-c53b-4b4d-9b56-b37a898368ca,home,16,2025-09-13T11:22:18.000Z,"{""search"":""harum""}"
f5989d26-8156-42f5-8ae7-174b6dae6cd0,83ec4c54-dd60-42ee-8744-e58b345ad827,booking_flow,94,2025-08-04T04:37:33.000Z,"{""search"":""earum""}"
f5cf1a22-4cbc-4048-a897-7ea91ccf3979,f38c6019-4253-402e-90cc-93e7263675ae,search,434,2025-10-07T23:56:12.000Z,"{""search"":""vesco""}"
dac61abd-4dc2-4338-8233-2136a0466e22,3d163eb0-042a-4aff-9a05-879fe14dd4ba,home,28,2025-07-06T16:32:10.000Z,"{""search"":""iste""}"
177ce523-5222-434a-9788-f89ca11053de,b2ade952-583f-4e08-8c38-639f585ed2e2,home,45,2025-10-01T18:00:23.000Z,"{""search"":""nulla""}"
42e0a5a7-f224-43b8-8769-fadad816fca2,8a6a65a9-4256-4ae0-a338-6b39eefce330,profile,394,2025-10-26T22:29:22.000Z,"{""search"":""cogo""}"
f26a953e-0117-4b7a-8d0f-c3975ea6c6f9,b9942995-457f-4cd8-983b-6b612c44ea12,profile,93,2025-08-04T07:43:26.000Z,"{""search"":""aegre""}"
6f28c1d8-6169-4c77-bb61-ee6f6b8febf2,ac5c5c08-ff47-41d9-961f-84549ed7d64f,profile,480,2025-08-10T14:13:42.000Z,"{""search"":""alo""}"
c430d779-b7da-4c3d-8dc0-d6e2130a0da1,fdb3e8e5-074b-4fbe-b7cd-b8ab4cf7bba8,search,83,2025-10-13T07:51:53.000Z,"{""search"":""denuo""}"
9bc3c108-bf66-49ea-bc8a-17d2ceef2ebf,dd496000-942f-41ae-9239-888f0c3517c1,checkout,160,2025-07-29T11:23:11.000Z,"{""search"":""thesaurus""}"
eb8083da-365e-4fd5-9c95-e743aaf13368,5ce2fc95-e06c-4c30-9c62-1a9d0de71f19,profile,482,2025-07-23T11:33:11.000Z,"{""search"":""quam""}"
5ca83e47-b2e1-4cda-b10b-bfd1691329b2,77ffa288-890b-4b19-99a1-a48cb19f2dbc,checkout,396,2025-08-10T15:24:14.000Z,"{""search"":""universe""}"
a731ff86-d66e-454f-b127-feca999303c0,e508813c-078b-4090-947e-22a59ff58e17,profile,82,2025-08-25T22:37:32.000Z,"{""search"":""theatrum""}"
cb0238d2-8d57-48b5-a6b6-a4ece1810d4a,0fb358bd-1a79-4873-8730-50917f05a284,booking_flow,590,2025-09-16T01:30:17.000Z,"{""search"":""vulgus""}"
0737b0c2-7780-4625-8186-792fc5b5eff3,6505eb29-eb2d-4478-8dee-0e048797e34e,search,296,2025-10-29T11:04:21.000Z,"{""search"":""arca""}"
30b29e40-7670-450e-a7f1-57f2bf8f3409,13a2cef0-fb16-4bf2-b27f-f35ebfe3c0d9,checkout,348,2025-10-13T23:17:24.000Z,"{""search"":""adsuesco""}"
ab4c5ae3-d0c3-4007-b18d-ac8a926bb381,f38c6019-4253-402e-90cc-93e7263675ae,profile,76,2025-09-25T16:29:51.000Z,"{""search"":""asporto""}"
0a965414-9027-4325-a642-895ddf8afdcd,4f9aae20-694b-41cb-b34c-cd5fb17a2ec1,checkout,357,2025-09-21T12:06:30.000Z,"{""search"":""abduco""}"
f58d2e21-b657-4610-b613-d4e79307a3e3,c01827f4-76a3-44dc-8cc7-b61626495b8e,home,273,2025-10-17T15:26:13.000Z,"{""search"":""dolores""}"
5479d94e-2419-421c-bbd9-4b773cd63215,e1ce0f43-60e4-489c-a4b1-be1180237378,checkout,228,2025-08-18T20:44:32.000Z,"{""search"":""temperantia""}"
a7cbe7d9-b253-4182-8379-32cb3b3ab549,d534d82b-2042-497b-8868-60af660eed1e,home,558,2025-07-05T21:02:23.000Z,"{""search"":""laboriosam""}"
bc053efa-9733-4626-abe8-83c9fa949a40,ada61e43-dfa9-4503-b92e-38895d7ba198,search,431,2025-08-05T16:13:16.000Z,"{""search"":""adsuesco""}"
3e42d0cc-9a29-482b-805a-c9e5f37e8aef,7e7a2024-c22e-4b71-bd19-a6e0d89f9c2c,checkout,23,2025-09-03T03:46:14.000Z,"{""search"":""curia""}"
7fa9ccc3-0800-4f9b-bf6e-b51af8f1ef61,0fb358bd-1a79-4873-8730-50917f05a284,checkout,171,2025-09-25T12:03:22.000Z,"{""search"":""nostrum""}"
930eb193-02b7-44b7-9511-443197a79d08,387e14c1-5692-4d7e-8742-0816942cf12f,search,521,2025-07-21T21:10:07.000Z,"{""search"":""varietas""}"
b0c0748d-057c-4610-990d-df75fc3dddd4,6cd492db-3984-4e27-89d2-90d3b9024e7e,search,254,2025-10-24T06:19:56.000Z,"{""search"":""magni""}"
a5b8f0a3-2968-44ca-a9bc-8241218b207f,6de3aade-7ff8-48a5-aa80-df0c69787da6,search,557,2025-09-11T16:49:28.000Z,"{""search"":""eos""}"
cc6224e3-a4db-4d79-931e-4b36f13b1d08,030a5f35-50d0-4fe8-88a6-a0078e1d3656,profile,579,2025-08-23T19:12:48.000Z,"{""search"":""alter""}"
cd901b44-6cc4-4c42-8e6a-21bca7d0c4e3,39977fb1-3fbe-44bb-a48a-7dddc76d7382,search,395,2025-10-15T16:43:43.000Z,"{""search"":""pecco""}"
4621b1fb-c73e-4ff5-9552-9cd70528a6db,19fa1586-dd95-4415-a6aa-1622d062e838,search,425,2025-07-21T10:00:52.000Z,"{""search"":""civitas""}"
312e1701-61e1-4bd6-911f-91917e8535e4,7e7a2024-c22e-4b71-bd19-a6e0d89f9c2c,home,357,2025-10-30T23:56:17.000Z,"{""search"":""conspergo""}"
21cbd37f-781d-474b-a8f7-e771de005353,fe50e6ff-d46d-4528-beb9-19f28ebbb54c,checkout,107,2025-08-26T08:54:59.000Z,"{""search"":""comis""}"
8817df13-9611-4d85-8bc7-34386689260c,03b9b99e-e068-4507-9f1d-3965df6a810c,checkout,387,2025-10-04T23:56:00.000Z,"{""search"":""delectus""}"
8b08c67c-7acd-4b2b-80b5-4ee48526b142,feef35a7-6599-4278-993b-05c94b9cb972,booking_flow,407,2025-09-10T17:42:42.000Z,"{""search"":""tabula""}"
500d0455-d6c1-4c66-877f-7218d5d58d65,a154d78f-dc20-42b6-a1b3-9b9f6438dff8,checkout,355,2025-07-27T09:05:10.000Z,"{""search"":""commodi""}"
5baf0b8d-0b38-4bcb-bc06-1a3002698d53,86f29eae-54d6-4b2c-9847-b0a83c447ae2,checkout,217,2025-08-24T05:48:35.000Z,"{""search"":""porro""}"
f51621d5-43f2-4b27-88d7-d43e3b1416cb,8817c577-da1d-4dc7-bc7b-ee7d118a2719,booking_flow,448,2025-10-25T06:11:26.000Z,"{""search"":""barba""}"
a1bb4e79-4803-4231-94d8-87beb310d61e,47587412-7d1a-4c4a-babe-63815e86443d,search,148,2025-07-08T18:14:04.000Z,"{""search"":""venio""}"
64740227-3103-4cce-8a48-612bfaaccbd8,d369ca18-ed9f-417c-a2f5-534963c0d476,search,548,2025-10-25T20:28:33.000Z,"{""search"":""deduco""}"
983456d0-cece-4a2a-a39c-3de0a81970bf,0c14ff28-87ec-4c46-8741-22334784e8ce,checkout,455,2025-07-27T20:41:00.000Z,"{""search"":""altus""}"
ee3df424-aea3-4582-9bb8-9442853081b9,a9b5e78f-faf8-4458-b97e-640fd9dce681,booking_flow,306,2025-07-12T00:52:58.000Z,"{""search"":""theatrum""}"
d6f6dfb2-d1ef-4bd1-b4ad-e74569b0abad,371bd1dc-5b0e-489a-b8d9-e92eabf163ac,home,504,2025-10-28T19:40:10.000Z,"{""search"":""vobis""}"
e6d2e64d-3488-4593-9457-a68f229fb4c5,969506ea-1e43-4498-a7b5-c2caa7a1d029,booking_flow,1,2025-10-31T06:15:41.000Z,"{""search"":""adulatio""}"
b4cac7d4-4035-4d28-849f-c3e5afd717a3,980ff832-0976-48d1-98bf-b8cfe19ca65a,checkout,349,2025-08-25T05:53:40.000Z,"{""search"":""tamisium""}"
25ac0b04-f67b-4949-882b-912213913e99,c58a24aa-7c7e-4b56-9ae2-814a1aef3be1,search,316,2025-08-02T09:07:33.000Z,"{""search"":""clementia""}"
b5357bff-b183-4585-9c06-bf8d7fea8eae,51cf0602-56f6-4730-8e1f-29f26c0b132e,checkout,504,2025-08-29T02:33:44.000Z,"{""search"":""ait""}"
65e77197-2d9f-48a5-b851-15132b70313a,0b48cb5b-e9bd-4d5f-90f3-7e33ab077482,home,418,2025-10-20T00:57:27.000Z,"{""search"":""cum""}"
02d50af0-b908-42c5-936c-48b4af82afc3,ad22c909-45cc-46f6-ac7e-e1edc3cd4f02,booking_flow,196,2025-08-27T20:22:15.000Z,"{""search"":""vorago""}"
58f55c14-79dc-4b6f-bd75-0604350c1be7,071ea0d5-3491-40af-876f-33ea0ad463aa,booking_flow,159,2025-10-31T13:35:23.000Z,"{""search"":""arguo""}"
dcb1a47f-1ae0-4999-a4bd-42fde2ed7669,ed8aba2b-0b84-4c67-9062-4407897d09d0,search,21,2025-09-25T07:47:58.000Z,"{""search"":""universe""}"
4b6112bd-14ea-4595-920b-7dc085ef332e,4acedf9e-ce0f-47c2-8644-1c0529447a12,search,243,2025-07-07T02:30:34.000Z,"{""search"":""depromo""}"
d38c285c-d2ca-4f56-a8c7-3d3269d21fc6,2fc265c8-2b64-4675-8360-c20acd73bb3e,home,234,2025-07-26T18:31:16.000Z,"{""search"":""angustus""}"
9f48b55a-7e26-4036-9550-9e44ace55943,a55a7c2c-13ad-4458-83cc-27c5a092d54d,home,461,2025-07-26T00:21:12.000Z,"{""search"":""conduco""}"
d1714276-63d2-4ce5-9ac5-7038345a8172,06842c37-f975-48bd-bac1-0b4e87cbbb8e,booking_flow,600,2025-09-17T19:53:36.000Z,"{""search"":""uredo""}"
286fead3-7f6a-4496-b0b3-9ab7d667eb9b,dad4ab6c-0998-4a2a-8575-79d757b56943,booking_flow,136,2025-07-14T06:41:55.000Z,"{""search"":""careo""}"
eb967795-65f7-4b6d-a540-7c4531e9e009,aaa92867-8251-4f14-be72-61307c9935d1,search,16,2025-08-01T14:04:48.000Z,"{""search"":""suus""}"
e0bede21-09db-4c4e-8d1d-d7b3dde0d130,84e82410-85f2-4c53-8fca-bf911aab1f8a,home,495,2025-09-25T13:04:59.000Z,"{""search"":""umerus""}"
68055d11-bc85-49b2-97b4-861c18040f5f,a752abe0-1eaf-4665-b260-8d51f28c4d85,home,28,2025-10-12T09:29:01.000Z,"{""search"":""vobis""}"
0a18a88d-7087-4dfe-ad63-2cfccfe1de1e,d8851567-b56e-4c0c-bffd-a4ab446a48e4,checkout,228,2025-08-04T06:26:24.000Z,"{""search"":""teneo""}"
88d3986e-05b7-4c72-9a52-9d64fb64275f,4f4f0b87-3b38-44f0-b336-37db91b2c465,search,3,2025-08-27T02:37:25.000Z,"{""search"":""omnis""}"
1c243f8b-c8a4-4f21-95f7-1bf07c75321c,e5b2b02b-ba7a-4cfe-acb9-12dc970567e1,checkout,239,2025-10-25T13:58:07.000Z,"{""search"":""mollitia""}"
0921b217-6af1-4fb4-8e0f-c5af57d71a5f,80a401f5-dffe-4e42-9a71-a9d9977f27a6,profile,538,2025-08-04T01:32:51.000Z,"{""search"":""tamisium""}"
4d8b4f9d-e8ce-444d-8530-6e4f039c806d,cf09dace-cbfd-4d13-98b4-14cee6566a50,profile,598,2025-10-07T01:20:58.000Z,"{""search"":""degero""}"
0d110632-d77c-4621-a5b9-d27db446025b,19e4691f-7155-45b5-955c-4054e73f3ca7,search,514,2025-09-22T17:56:19.000Z,"{""search"":""deputo""}"
74ee8aa4-a66e-48eb-88b5-77d586fde764,78783eca-f41d-4f90-9c18-4e7e46f396c2,home,598,2025-10-12T05:57:48.000Z,"{""search"":""trucido""}"
f4e48982-f210-4b03-a83d-7ee735ed37b4,79ec7b97-373e-45f8-8a82-6197c326eb68,booking_flow,238,2025-10-26T03:54:44.000Z,"{""search"":""cinis""}"
39ed26f2-8014-4383-a9ed-b135a40ceb5a,ffe3acf2-c526-4c78-8f69-56bf8c138048,checkout,445,2025-08-31T20:51:22.000Z,"{""search"":""tredecim""}"
52f9c29b-42c4-49c1-a8c2-05d34048d244,99c34146-fac5-4244-895d-f5ba3e3b557d,search,535,2025-08-02T11:28:29.000Z,"{""search"":""pauci""}"
4f4adfb0-3a28-4bb7-a163-dee75d7b5ee3,370f7f65-e561-4f1c-b800-eba73a9b5f11,search,104,2025-10-07T03:53:37.000Z,"{""search"":""comes""}"
80385e8b-9f74-41f1-9507-12b1aed80f3c,2de82298-b460-496e-ba64-e05fa83d3332,booking_flow,487,2025-09-27T19:58:54.000Z,"{""search"":""abbas""}"
09e555bd-353b-445f-b974-533eee699855,82aa38c5-3b1d-4ff6-a9d3-06e88b908aab,booking_flow,55,2025-09-10T13:45:55.000Z,"{""search"":""desino""}"
5d8ef64c-e280-44d9-9761-8ea5b96359a7,a95d0ea3-e525-4fce-a419-7b86071eec22,profile,218,2025-08-27T02:05:50.000Z,"{""search"":""cruciamentum""}"
91a8a017-3a32-4b12-a161-9e40a5816d4a,2df58c8f-7bc7-4d86-a16b-e452bfa981b9,profile,316,2025-09-23T18:36:49.000Z,"{""search"":""cavus""}"
45dbe295-e5cf-4eea-8652-2258d44602b5,569cbc3e-60a9-42f8-8763-fb9ada1b9fb5,profile,165,2025-07-14T01:09:14.000Z,"{""search"":""bibo""}"
d4a4d302-7263-45f1-97d6-f200a6aebc34,2a28b194-f7c8-40af-a9de-3396de53c4d6,booking_flow,447,2025-09-18T08:31:53.000Z,"{""search"":""carcer""}"
887aed00-1e19-4a9b-b5ba-27d78f3baf91,f31dd78d-b407-4def-8e97-cb81e75aa3d4,search,238,2025-07-31T23:49:32.000Z,"{""search"":""turpis""}"
fb0f0a04-bf0d-4796-8525-e1f208fc6cd3,a752abe0-1eaf-4665-b260-8d51f28c4d85,search,295,2025-10-06T15:26:41.000Z,"{""search"":""repudiandae""}"
8e6704bb-2f74-4b97-8c9f-d8a87a3439ef,cb2ed2d4-1aa1-45fa-bb31-433395d27070,booking_flow,358,2025-09-04T16:51:43.000Z,"{""search"":""sulum""}"
213e373e-c6cf-4935-b89d-701eacae0727,737fdfc5-cefa-4302-9f7d-7a036a2c5d1a,home,134,2025-09-02T08:25:01.000Z,"{""search"":""ab""}"
6aa90dc3-7f9b-4b88-be72-9505fb7e6bf0,d05b1960-341a-434e-876b-e0795cff43f7,booking_flow,367,2025-09-15T13:07:36.000Z,"{""search"":""ciminatio""}"
c3869859-5586-4cb1-8076-231092f523a6,9e0cf12f-8047-4bbf-9488-62fd7938b8f9,search,80,2025-10-30T02:36:11.000Z,"{""search"":""reiciendis""}"
6ffb8994-8114-44c1-a06b-f40dad03ed7d,be002afc-9b3b-4533-bac9-103461bb5916,search,162,2025-08-01T03:28:50.000Z,"{""search"":""territo""}"
3ef0ec33-304c-433b-9b6d-53342123c272,016fb1db-9d63-4888-89fe-ecf147d8b24b,search,62,2025-08-01T22:50:49.000Z,"{""search"":""ventosus""}"
c831d967-672a-4457-8f72-a3eb044dddf9,2774b4d2-5991-4d9d-8d8e-dfdd73eb45a7,booking_flow,289,2025-11-01T20:36:42.000Z,"{""search"":""barba""}"
d17934bc-bf4f-4048-952c-4ab20fc6bbcd,f99c32c5-255f-4b8f-ae8e-633a8aa0083a,search,276,2025-09-26T19:16:46.000Z,"{""search"":""temperantia""}"
ee427379-dc01-4f5e-a3d1-2ce73b1aa79a,ffc31548-cdd5-4a50-ab06-5bc4c47bbf3a,home,592,2025-07-26T14:50:53.000Z,"{""search"":""tempus""}"
